protein_id,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome_Vacuole,Golgi apparatus,Peroxisome
MYO1F_HUMAN,0.791299999,0.2465,0.103500001,0.477200001,0.153799996,0.0038,0.1787,0.327199996,0.152400002,0.0014
SNP23_HUMAN,0.355100006,0.288199991,0.0306,0.746900022,0.2086,0.0091,0.240999997,0.292899996,0.691500008,0.021
HAX1_HUMAN,0.532000005,0.391499996,0.224999994,0.152600005,0.49180001,0.026000001,0.6875,0.202800006,0.051100001,0.217399999
EYA2_HUMAN,0.476900011,0.726499975,0.117600001,0.1219,0.107600003,0.0042,0.159199998,0.130899996,0.184599996,0.044300001
PLM_HUMAN,0.158800006,0.128999993,0.156800002,0.838100016,0.054400001,0.0018,0.264499992,0.369700015,0.194999993,0.0262
AIP_HUMAN,0.666999996,0.50999999,0.0084,0.282799989,0.088799998,0.0155,0.493200004,0.124799997,0.182300001,0.0524
CCL24_HUMAN,0.125100002,0.115599997,0.947399974,0.153699994,0.093000002,0.0056,0.230800003,0.263300002,0.213100001,0.007
KCNK1_HUMAN,0.130600005,0.112499997,0.100699998,0.779600024,0.122000001,0.013,0.2491,0.64319998,0.221900001,0.0072
LEG9_HUMAN,0.689800024,0.386599988,0.532899976,0.272000015,0.175899997,0.0021,0.337000012,0.220300004,0.180000007,0.0141
STXB3_HUMAN,0.614400029,0.230299994,0.128600001,0.506900012,0.117700003,0.0031,0.238100007,0.216700003,0.140699998,0.0003
MASP2_HUMAN,0.139799997,0.099799998,0.816500008,0.228499994,0.1087,0.0085,0.236499995,0.31220001,0.128900006,0.0074
AP4M1_HUMAN,0.42809999,0.375099987,0.0217,0.273299992,0.077100001,0.0174,0.34799999,0.667299986,0.829299986,0.0059
ARVC_HUMAN,0.64200002,0.411300004,0.045899998,0.676999986,0.172000006,0.0043,0.110399999,0.380699992,0.215900004,0.003
RB27B_HUMAN,0.367599994,0.190500006,0.045699999,0.467099994,0.112899996,0.0032,0.246099994,0.754999995,0.72359997,0.0103
HRK_HUMAN,0.213100001,0.115900002,0.384299994,0.349099994,0.670099974,0.0359,0.51639998,0.463699996,0.466199994,0.194199994
AP3B1_HUMAN,0.505400002,0.345800012,0.0425,0.267800003,0.0458,0.0067,0.139899999,0.324900001,0.599099994,0.0047
ST2B1_HUMAN,0.735700011,0.308999985,0.086099997,0.212400004,0.385800004,0.0087,0.309899986,0.228699997,0.300799996,0.049600001
TLR4_HUMAN,0.231900007,0.140699998,0.0995,0.737100005,0.120999999,0.0037,0.301600009,0.640999973,0.327899992,0.0337
RHOD_HUMAN,0.378600001,0.225999996,0.0383,0.6153,0.243300006,0.079700001,0.248600006,0.605400026,0.545599997,0.070200004
APBB1_HUMAN,0.629400015,0.338499993,0.105800003,0.449999988,0.213699996,0.0017,0.374000013,0.290399998,0.485100001,0.0305
LEG8_HUMAN,0.636600018,0.288300008,0.776199996,0.262899995,0.193200007,0.0043,0.170399994,0.136099994,0.185699999,0.0046
NDUS8_HUMAN,0.227699995,0.1109,0.029899999,0.179299995,0.946200013,0.0147,0.066299997,0.093500003,0.110399999,0.0261
HYAS3_HUMAN,0.131099999,0.078400001,0.125300005,0.416099995,0.128199995,0.0211,0.81220001,0.480599999,0.854700029,0.0105
TR10A_HUMAN,0.255800009,0.123599999,0.259000003,0.861100018,0.128700003,0.0068,0.320100009,0.630599976,0.538600028,0.0726
IKBE_HUMAN,0.596000016,0.577799976,0.142700002,0.235499993,0.392100006,0.0019,0.233899996,0.208100006,0.233799994,0.023499999
GRM8_HUMAN,0.058699999,0.056499999,0.052900001,0.930400014,0.068899997,0.0165,0.375999987,0.389600009,0.414900005,0.0232
PSD11_HUMAN,0.750999987,0.584900022,0.0307,0.120399997,0.043499999,0.0081,0.1131,0.244000003,0.191400006,0.0016
PSD12_HUMAN,0.675199986,0.691399992,0.034200002,0.139500007,0.039000001,0.003,0.091899998,0.301899999,0.387499988,0.0013
PSMD9_HUMAN,0.654500008,0.381399989,0.484699994,0.227599993,0.176599994,0.006,0.111900002,0.060800001,0.140499994,0.043900002
RN103_HUMAN,0.225199997,0.216100007,0.068700001,0.118500002,0.296999991,0.112400003,0.883300006,0.343400002,0.595200002,0.056000002
BMR1B_HUMAN,0.195600003,0.151099995,0.138899997,0.789499998,0.0548,0.0014,0.208800003,0.502399981,0.310099989,0.021400001
SIRB1_HUMAN,0.265599996,0.085600004,0.261299998,0.862100005,0.059799999,0.0014,0.625500023,0.40079999,0.432799995,0.192000002
ATOX1_HUMAN,0.764599979,0.448000014,0.190599993,0.191100001,0.324699998,0.0067,0.295899987,0.052099999,0.0341,0.021500001
AGRP_HUMAN,0.103699997,0.106700003,0.965900004,0.148300007,0.119199999,0.0023,0.116099998,0.157399997,0.316900015,0.0057
PAR3_HUMAN,0.185000002,0.035799999,0.137099996,0.795400023,0.046399999,0.0039,0.281800002,0.268099993,0.164700001,0.006
MEN1_HUMAN,0.567900002,0.632799983,0.068000004,0.116499998,0.111100003,0.0023,0.136800006,0.148800001,0.0845,0.0189
CBX4_HUMAN,0.217700005,0.9551,0.062100001,0.069600001,0.0297,0.0013,0.023399999,0.026699999,0.020099999,0.0003
GET1_HUMAN,0.179700002,0.203500003,0.0154,0.067000002,0.287299991,0.036200002,0.75880003,0.236300007,0.396899998,0.116499998
PGRC1_HUMAN,0.2412,0.166099995,0.037599999,0.1017,0.464700013,0.0261,0.846599996,0.1778,0.1646,0.105599999
SPT5H_HUMAN,0.304899991,0.949000001,0.037999999,0.0148,0.1074,0.0025,0.065800004,0.0283,0.024900001,0.0013
TAF4_HUMAN,0.499599993,0.885599971,0.078699999,0.086999997,0.041099999,0.0003,0.034299999,0.046700001,0.055300001,0.0222
GPR31_HUMAN,0.177200004,0.073899999,0.038899999,0.879800022,0.095700003,0.001,0.324699998,0.385199994,0.227300003,0.0063
DFFA_HUMAN,0.452199996,0.799899995,0.053300001,0.047800001,0.240099996,0.0013,0.230199993,0.1153,0.092100002,0.0189
RFXAP_HUMAN,0.318300009,0.916499972,0.020400001,0.021600001,0.158099994,0.0018,0.063699998,0.0252,0.0198,0.003
HIP1_HUMAN,0.668799996,0.317999989,0.051399998,0.272000015,0.115999997,0.0012,0.171399996,0.45480001,0.713199973,0.0016
LFTY2_HUMAN,0.289000005,0.2491,0.922800004,0.132400006,0.207800001,0.0039,0.112599999,0.092900001,0.101800002,0.073399998
TULP1_HUMAN,0.649699986,0.57889998,0.204999998,0.246099994,0.112599999,0.0136,0.084799998,0.114,0.218099996,0.0023
CLIC1_HUMAN,0.730099976,0.350100011,0.0173,0.34740001,0.315400004,0.0066,0.161699995,0.305299997,0.594600022,0.164900005
TR11B_HUMAN,0.209800005,0.141100004,0.842100024,0.296600014,0.094400004,0.0166,0.33160001,0.326000005,0.346100003,0.016899999
EIF3F_HUMAN,0.810500026,0.259799987,0.0055,0.023499999,0.0766,0.1523,0.379099995,0.233799994,0.234200001,0.030099999
CACB4_HUMAN,0.563199997,0.40259999,0.032699998,0.579900026,0.095899999,0.0015,0.160799995,0.344999999,0.133200005,0.0025
WWP2_HUMAN,0.734399974,0.485000014,0.073399998,0.379700005,0.086900003,0.0101,0.092200004,0.349000007,0.279799998,0.0021
CDC7_HUMAN,0.512399971,0.671999991,0.086199999,0.108900003,0.102799997,0.0042,0.100100003,0.0241,0.086000003,0.0026
UPK1A_HUMAN,0.143299997,0.082999997,0.304800004,0.805199981,0.088100001,0.0306,0.1963,0.533100009,0.430299997,0.0016
BMAL1_HUMAN,0.3917,0.890200019,0.0102,0.193700001,0.185499996,0.0006,0.082099997,0.087300003,0.0502,0.0063
PK3CD_HUMAN,0.708000004,0.335399985,0.082999997,0.45539999,0.1228,0.0005,0.191200003,0.630100012,0.305299997,0.0035
ODPX_HUMAN,0.149100006,0.075199999,0.020500001,0.136199996,0.951300025,0.016000001,0.0867,0.0669,0.121299997,0.026799999
S28A1_HUMAN,0.134100005,0.196500003,0.026799999,0.632700026,0.076200001,0.0045,0.525200009,0.385699987,0.411199987,0.033399999
ST1C2_HUMAN,0.760599971,0.274599999,0.046300001,0.247999996,0.430799991,0.0407,0.164900005,0.131500006,0.064199999,0.01
MATN2_HUMAN,0.249400005,0.157700002,0.923699975,0.231800005,0.044199999,0.0038,0.332100004,0.268099993,0.243799999,0.0053
EAA5_HUMAN,0.137099996,0.117799997,0.046500001,0.782599986,0.093900003,0.0021,0.267800003,0.3565,0.280499995,0.019200001
FOXE1_HUMAN,0.346899986,0.905300021,0.0073,0.072800003,0.081500001,0.0008,0.020199999,0.0121,0.019099999,0.0012
LORF2_HUMAN,0.467400014,0.594500005,0.373699993,0.229599997,0.067500003,0.034699999,0.253699988,0.0614,0.114600003,0.0007
QSOX1_HUMAN,0.208100006,0.150199994,0.490399987,0.317600012,0.064099997,0.0018,0.628799975,0.386200011,0.492399991,0.097199999
DCTN6_HUMAN,0.772599995,0.442200005,0.035399999,0.142100006,0.219300002,0.0209,0.361400008,0.032000002,0.033300001,0.072899997
ACATN_HUMAN,0.098300003,0.078000002,0.0119,0.511500001,0.092799999,0.0056,0.369899988,0.773199975,0.483799994,0.0232
WASL_HUMAN,0.803300023,0.377900004,0.039900001,0.306800008,0.1021,0.0028,0.062399998,0.381799996,0.207800001,0.0079
PDE2A_HUMAN,0.684700012,0.307200015,0.039099999,0.619000018,0.426099986,0.0012,0.423500001,0.298099995,0.451000005,0.017100001
FOXN3_HUMAN,0.371800005,0.9472,0.017200001,0.0207,0.211199999,0.0027,0.0178,0.039299998,0.0058,0.0024
IPO5_HUMAN,0.671199977,0.769699991,0.0096,0.197099999,0.070299998,0.0032,0.125300005,0.090000004,0.092699997,0.0065
RPOM_HUMAN,0.208900005,0.187999994,0.116999999,0.101899996,0.899100006,0.0051,0.090499997,0.1109,0.164700001,0.034299999
EF2K_HUMAN,0.665199995,0.550499976,0.031300001,0.305299997,0.171399996,0.002,0.163900003,0.214599997,0.097499996,0.0112
CCRL2_HUMAN,0.137999997,0.0537,0.031800002,0.85619998,0.070500001,0.0021,0.230700001,0.335099995,0.1391,0.0305
SAP18_HUMAN,0.425500005,0.727199972,0.179399997,0.158099994,0.080700003,0.0016,0.281199992,0.180600002,0.137700006,0.002
EMAL1_HUMAN,0.655300021,0.530200005,0.063299999,0.214399993,0.083099999,0.0019,0.188999996,0.234400004,0.095899999,0.0047
IF2B3_HUMAN,0.679899991,0.701099992,0.086499996,0.105899997,0.062399998,0.0015,0.118299998,0.0306,0.023800001,0.0013
DNM1L_HUMAN,0.540700018,0.345899999,0.033799998,0.130500004,0.389899999,0.0066,0.148300007,0.237000003,0.368400007,0.378800005
RTCA_HUMAN,0.495299995,0.502200007,0.0977,0.137199998,0.423299998,0.0088,0.0381,0.096199997,0.059799999,0.053399999
P3C2A_HUMAN,0.580500007,0.347200006,0.0273,0.636900008,0.142000005,0.005,0.271100014,0.58099997,0.367000014,0.0116
PLK4_HUMAN,0.674600005,0.694100022,0.033799998,0.257299989,0.086900003,0.0125,0.1039,0.080799997,0.080399998,0.001
SYT5_HUMAN,0.268099993,0.112000003,0.0469,0.887199998,0.0757,0.0025,0.266299993,0.632799983,0.309700012,0.288199991
GFRA2_HUMAN,0.139899999,0.1162,0.625800014,0.57160002,0.103299998,0.0049,0.178100005,0.295100003,0.319700003,0.0156
LST1_HUMAN,0.254900008,0.117399998,0.142700002,0.897800028,0.085900001,0.0014,0.252499998,0.639599979,0.286199987,0.151999995
P85B_HUMAN,0.517700016,0.373600006,0.119099997,0.3204,0.210500002,0.0006,0.114399999,0.284200013,0.213100001,0.0006
GOLI4_HUMAN,0.260199994,0.225600004,0.187700003,0.4375,0.019099999,0.0009,0.620299995,0.476200014,0.898599982,0.0137
MANBA_HUMAN,0.3037,0.126599997,0.730300009,0.296299994,0.090899996,0.0043,0.566999972,0.625,0.306400001,0.0079
TRAF5_HUMAN,0.677200019,0.44659999,0.0603,0.0836,0.241600007,0.0033,0.176599994,0.289900005,0.153799996,0.002
AGRIN_HUMAN,0.32159999,0.133900002,0.95480001,0.289900005,0.201299995,0.0108,0.170200005,0.252099991,0.2509,0.0062
PLOD2_HUMAN,0.168500006,0.097099997,0.727599978,0.244200006,0.084600002,0.0241,0.66839999,0.342700005,0.544700027,0.0123
MEIS1_HUMAN,0.266900003,0.926800013,0.035399999,0.063600004,0.052999999,0.0011,0.036200002,0.046999998,0.123899996,0.0122
EXOC5_HUMAN,0.72390002,0.255600005,0.271699995,0.245499998,0.063199997,0.0008,0.201199993,0.449600011,0.79369998,0.0016
ELL2_HUMAN,0.412999988,0.90079999,0.071500003,0.0491,0.022299999,0.0006,0.061900001,0.093900003,0.043099999,0.0011
NPT4_HUMAN,0.063600004,0.0436,0.097599998,0.522300005,0.179100007,0.0024,0.556900024,0.213799998,0.220599994,0.162499994
BT3A3_HUMAN,0.2421,0.119900003,0.098200001,0.781000018,0.039700001,0.0039,0.457300007,0.392800003,0.386099994,0.191300005
BT3A1_HUMAN,0.244800001,0.106700003,0.160400003,0.770200014,0.038800001,0.0046,0.50999999,0.358599991,0.391499996,0.222900003
NR5A2_HUMAN,0.429800004,0.848399997,0.0122,0.045699999,0.153500006,0.0038,0.096199997,0.055799998,0.069300003,0.0014
NDUA4_HUMAN,0.124399997,0.0561,0.0167,0.090499997,0.960900009,0.049699999,0.145400003,0.1021,0.072400004,0.0594
PSDE_HUMAN,0.4102,0.471100003,0.034499999,0.35679999,0.249200001,0.0064,0.216999993,0.44569999,0.257999986,0.097800002
ZN593_HUMAN,0.245100006,0.802699983,0.029999999,0.0502,0.233099997,0.0066,0.099399999,0.0095,0.033599999,0.0003
BIN1_HUMAN,0.495499998,0.327600002,0.133300006,0.518999994,0.232299998,0.0007,0.25150001,0.648500025,0.536199987,0.0285
CLD5_HUMAN,0.099299997,0.099699996,0.076099999,0.879299998,0.065800004,0.0079,0.166199997,0.206900001,0.419200003,0.001
IMA4_HUMAN,0.640799999,0.535300016,0.0059,0.156000003,0.028999999,0.0036,0.211799994,0.224700004,0.466600001,0.061799999
STK25_HUMAN,0.798600018,0.609799981,0.017200001,0.317499995,0.081600003,0.0016,0.0359,0.267199993,0.490399987,0.0048
USP9Y_HUMAN,0.586399972,0.735300004,0.045899998,0.211600006,0.031599998,0.0067,0.263000011,0.227200001,0.318100005,0.002
BCL9_HUMAN,0.69660002,0.709500015,0.0139,0.075599998,0.0425,0.0031,0.066100001,0.017899999,0.031599998,0.0015
FAAH1_HUMAN,0.27579999,0.212799996,0.1127,0.172299996,0.514199972,0.0065,0.742500007,0.251800001,0.463800013,0.066500001
KRIT1_HUMAN,0.667200029,0.430099994,0.087700002,0.405499995,0.194199994,0.0111,0.066500001,0.312999994,0.262699991,0.0005
UPK2_HUMAN,0.186499998,0.123300001,0.223700002,0.748899996,0.110600002,0.0128,0.541100025,0.490700006,0.425399989,0.034600001
NCHL1_HUMAN,0.199200004,0.106200002,0.170000002,0.846199989,0.022700001,0.001,0.3917,0.362899989,0.255600005,0.043000001
PESC_HUMAN,0.2104,0.832899988,0.061500002,0.098700002,0.1074,0.0043,0.0682,0.0228,0.080399998,0.0004
DLL1_HUMAN,0.211999997,0.095899999,0.153400004,0.910700023,0.051199999,0.0041,0.268599987,0.381500006,0.356700003,0.061299998
CAC1A_HUMAN,0.238100007,0.186000004,0.019300001,0.859600008,0.141100004,0.0038,0.1954,0.232999995,0.116099998,0.0069
RCAS1_HUMAN,0.468400002,0.279500008,0.057500001,0.477899998,0.323900014,0.065099999,0.491899997,0.373600006,0.661300004,0.304699987
SDCB1_HUMAN,0.674799979,0.348800004,0.159999996,0.547399998,0.072300002,0.0089,0.281500012,0.0261,0.210500002,0.0012
PITM1_HUMAN,0.717599988,0.334699988,0.118299998,0.316599995,0.223199993,0.0035,0.505200028,0.35589999,0.547599971,0.0067
MPP10_HUMAN,0.170499995,0.913600028,0.0126,0.0143,0.028999999,0.0013,0.166099995,0.0059,0.0251,0.0057
NOP56_HUMAN,0.380499989,0.764800012,0.0471,0.059,0.0902,0.0429,0.114299998,0.064999998,0.222000003,0.0084
DDX3X_HUMAN,0.628099978,0.822000027,0.0044,0.2315,0.0197,0.007,0.133000001,0.099799998,0.061299998,0.019200001
CXCR6_HUMAN,0.107699998,0.067400001,0.017899999,0.850799978,0.058400001,0.0015,0.252999991,0.310099989,0.140599996,0.0121
RNT2_HUMAN,0.194100007,0.125200003,0.915499985,0.273299992,0.133100003,0.0014,0.443699986,0.473699987,0.314599991,0.0104
CCL21_HUMAN,0.158800006,0.128399998,0.916800022,0.218099996,0.1153,0.0017,0.232899994,0.208100006,0.260399997,0.0093
MFNG_HUMAN,0.133699998,0.131200001,0.547999978,0.212500006,0.103799999,0.0008,0.474999994,0.166999996,0.8046,0.0106
ACKR2_HUMAN,0.1131,0.071800001,0.023800001,0.835399985,0.064499997,0.0012,0.2104,0.317499995,0.087200001,0.015799999
GBRP_HUMAN,0.181400001,0.096900001,0.101899996,0.631399989,0.059500001,0.0102,0.350800008,0.156499997,0.217399999,0.053399999
PODXL_HUMAN,0.187600002,0.1237,0.302599996,0.694100022,0.071500003,0.0005,0.220500007,0.419699997,0.276899993,0.045499999
FCN1_HUMAN,0.243799999,0.101199999,0.902800024,0.305099994,0.039799999,0.0018,0.254099995,0.221799999,0.197300002,0.0048
CCN1_HUMAN,0.225999996,0.096000001,0.972000003,0.265500009,0.067500003,0.0031,0.124399997,0.253699988,0.228599995,0.0074
PEX12_HUMAN,0.104699999,0.154899999,0.0052,0.062600002,0.365700006,0.116400003,0.47420001,0.204400003,0.142100006,0.844099998
NPT3_HUMAN,0.172800004,0.080499999,0.144199997,0.638599992,0.112199999,0.0028,0.694299996,0.205899999,0.323000014,0.038400002
PIR_HUMAN,0.396499991,0.599600017,0.256099999,0.105300002,0.0272,0.031300001,0.110600002,0.178000003,0.223399997,0.547900021
CCL22_HUMAN,0.114299998,0.092299998,0.890200019,0.126800001,0.060400002,0.0017,0.261599988,0.340600014,0.307300001,0.0074
PEX7_HUMAN,0.658299983,0.752300024,0.0039,0.2359,0.060199998,0.0102,0.075199999,0.086099997,0.152999997,0.542800009
IMA3_HUMAN,0.642799973,0.59009999,0.0067,0.197400004,0.0363,0.0056,0.133200005,0.211999997,0.452199996,0.043400001
SARCO_HUMAN,0.218500003,0.224999994,0.2148,0.276300013,0.341199994,0.0049,0.754199982,0.654100001,0.385399997,0.045499999
TRI38_HUMAN,0.693799973,0.444599986,0.158999994,0.077200003,0.199900001,0.0005,0.1778,0.252600014,0.216600001,0.033300001
NFIB_HUMAN,0.372000009,0.844099998,0.044799998,0.033300001,0.106899999,0.0004,0.041299999,0.133100003,0.0616,0.0004
E2F3_HUMAN,0.407999992,0.914300025,0.0094,0.065300003,0.135900006,1.00E-04,0.0363,0.096100003,0.073200002,0.0096
PPP6_HUMAN,0.728200018,0.59740001,0.0065,0.333000004,0.141100004,0.455300003,0.069700003,0.083099999,0.137600005,0.351399988
WN10B_HUMAN,0.210500002,0.162699997,0.900900006,0.161799997,0.133200005,0.0037,0.156599998,0.213400006,0.224099994,0.041700002
NDKM_HUMAN,0.134499997,0.150099993,0.0517,0.086300001,0.973200023,0.0068,0.0623,0.054499999,0.062899999,0.065099999
EST2_HUMAN,0.226500005,0.1294,0.402799994,0.253800005,0.120499998,0.0034,0.797599971,0.300700009,0.26730001,0.078400001
P3C2B_HUMAN,0.566699982,0.374300003,0.032299999,0.674899995,0.149000004,0.0055,0.263300002,0.6329,0.345200002,0.0081
MA2B1_HUMAN,0.214499995,0.155399993,0.708800018,0.379700005,0.112300001,0.005,0.433800012,0.621299982,0.268900007,0.0131
WNT7A_HUMAN,0.135100007,0.113600001,0.863799989,0.253300011,0.075099997,0.020300001,0.140000001,0.190699995,0.132499993,0.0209
F16P2_HUMAN,0.526300013,0.478700012,0.054699998,0.206200004,0.192100003,0.0041,0.119099997,0.125200003,0.108099997,0.013
UBE2C_HUMAN,0.69749999,0.440100014,0.032900002,0.239199996,0.1655,0.0298,0.244599998,0.417100012,0.346199989,0.067900002
ACACB_HUMAN,0.739400029,0.332100004,0.079999998,0.287999988,0.609200001,0.056899998,0.251899987,0.36590001,0.167699993,0.133900002
PDXK_HUMAN,0.660899997,0.749800026,0.162400007,0.110600002,0.065300003,0.0091,0.107600003,0.066600002,0.134800002,0.112099998
SCD_HUMAN,0.054900002,0.074600004,0.0081,0.222399995,0.390199989,0.137899995,0.97359997,0.123599999,0.298400015,0.040100001
DLGP1_HUMAN,0.740700006,0.310699999,0.035999998,0.57160002,0.136399999,0.0015,0.121699996,0.276600003,0.234300002,0.0077
SH2B2_HUMAN,0.576399982,0.457300007,0.091399997,0.493900001,0.225899994,0.0006,0.150399998,0.638400018,0.414000005,0.0098
CLD4_HUMAN,0.067599997,0.118799999,0.094800003,0.885500014,0.054499999,0.0097,0.091899998,0.160699993,0.425099999,0.0013
PLPP1_HUMAN,0.076099999,0.080700003,0.133100003,0.612200022,0.096299998,0.0583,0.648000002,0.316799998,0.421499997,0.0255
PLPP3_HUMAN,0.084399998,0.083999999,0.138300002,0.568799973,0.102300003,0.021299999,0.593699992,0.314200014,0.433200002,0.0176
ARI1A_HUMAN,0.573800027,0.73210001,0.0221,0.135000005,0.092699997,0.0045,0.1219,0.055599999,0.1197,0.0008
BHE40_HUMAN,0.383899987,0.924099982,0.0133,0.036600001,0.181099996,1.00E-04,0.037099998,0.071599998,0.115900002,0.013
SOCS2_HUMAN,0.590900004,0.341899991,0.057999998,0.289700001,0.234599993,0.0026,0.072800003,0.181999996,0.183500007,0.0047
NRG2_HUMAN,0.196099997,0.149399996,0.090800002,0.810599983,0.082900003,0.0012,0.346100003,0.336400002,0.232199997,0.037599999
SOCS7_HUMAN,0.675700009,0.475100011,0.0517,0.565199971,0.260899991,0.0021,0.155100003,0.240600005,0.170000002,0.0513
AGRB1_HUMAN,0.225799993,0.127599999,0.335399985,0.783399999,0.115400001,0.0012,0.252000004,0.306400001,0.307399988,0.0084
CDKA1_HUMAN,0.525399983,0.674000025,0.068000004,0.0255,0.169400007,0.0025,0.0836,0.142800003,0.073799998,0.0162
AQP7_HUMAN,0.185399994,0.181199998,0.031099999,0.841199994,0.216399997,0.0031,0.1954,0.391499996,0.326299995,0.0188
DHSD_HUMAN,0.124700002,0.088100001,0.01,0.129500002,0.968100011,0.039700001,0.093900003,0.036800001,0.076899998,0.039700001
PTPRT_HUMAN,0.249699995,0.173700005,0.805999994,0.546500027,0.0561,0.0029,0.301899999,0.301699996,0.215100005,0.0089
C2C2L_HUMAN,0.411599994,0.270200014,0.0995,0.372299999,0.252299994,0.013,0.707099974,0.286900014,0.391799986,0.042199999
NEMP1_HUMAN,0.126499996,0.199900001,0.031500001,0.375200003,0.171599999,0.0084,0.679199994,0.343300015,0.706700027,0.0075
ASTN1_HUMAN,0.208399996,0.107900001,0.135800004,0.674300015,0.070100002,0.0022,0.361900002,0.577400029,0.362500012,0.090599999
FCHO1_HUMAN,0.737800002,0.399300009,0.047800001,0.332800001,0.112199999,0.001,0.3583,0.468499988,0.521499991,0.007
CUX2_HUMAN,0.323700011,0.837400019,0.0284,0.045299999,0.1175,0.0005,0.128700003,0.040199999,0.136899993,0.0102
TXND9_HUMAN,0.578700006,0.571699977,0.0088,0.093599997,0.086900003,0.0012,0.25909999,0.143099993,0.149599999,0.0006
DPYL4_HUMAN,0.70539999,0.318899989,0.127299994,0.25940001,0.144700006,0.0042,0.126800001,0.217800006,0.233199999,0.0189
SOCS3_HUMAN,0.654699981,0.419699997,0.043400001,0.158600003,0.179399997,0.004,0.0561,0.121600002,0.118199997,0.0031
SOCS6_HUMAN,0.674000025,0.398299992,0.066399999,0.567399979,0.205200002,0.027799999,0.149700001,0.193499997,0.177399993,0.081299998
